x y z intensity
4.152533 0.5282689 0 0.008102541
4.165716 0.5114856 0 0.008010986
4.175853 0.4942448 0 0.007812619
4.181944 0.4764723 0 0.007858397
4.181001 0.4578941 0 0.008468757
4.174008 0.438706 0 0.009094377
4.160958 0.4189865 0 0.008194095
4.140848 0.3987183 0 0.007721065
4.205284 0.3864113 0 0.007782101
4.20693 0.3680587 0 0.007782101
4.216469 0.3503615 0 0.00794995
4.22992 0.332902 0 0.00796521
4.231332 0.3144423 0 0.00796521
4.231667 0.295907 0 0.008392463
4.232918 0.2774401 0 0.008392463
4.258043 0.2604331 0 0.008743419
4.25215 0.2414546 0 0.008545052
4.209223 0.2205961 0 0.007919433
4.22413 0.2028995 0 0.008377203
4.193006 0.1830706 0 0.007858397
4.207754 0.1653231 0 0.00764477
4.240415 0.1480786 0 0.007629511
4.234025 0.1293611 0 0.007293812
4.26054 0.1115662 0 0.007064927
4.258986 0.09293141 0 0.007003891
4.252352 0.07422508 0 0.006912337
4.264635 0.05582713 0 0.006927596
4.312836 0.03763755 0 0.007263294
4.319959 0.0188495 0 0.007583734
4.3 -0 0 0.00749218
4.335959 -0.01891931 0 0.008056764
4.330835 -0.03779462 0 0.00794995
4.350627 -0.05695283 0 0.007858397
4.352337 -0.07597032 0 0.007812619
4.351964 -0.0949602 0 0.00779736
4.363504 -0.1142624 0 0.008010986
4.356967 -0.1331174 0 0.008041505
4.356345 -0.1521269 0 0.008041505
4.347646 -0.1708195 0 0.007522698
4.367839 -0.190704 0 0.00764477
4.386942 -0.2107199 0 0.008087282
4.341043 -0.2275044 0 0.007827878
4.348994 -0.2469538 0 0.007858397
4.353864 -0.2662937 0 0.007675288
4.353659 -0.2853538 0 0.007782101
4.359355 -0.3048358 0 0.008026246
4.358981 -0.3239282 0 0.008392463
4.358522 -0.3430232 0 0.008560311
4.365953 -0.3627827 0 0.008682383
4.333447 -0.3791275 0 0.00796521
4.349676 -0.3996791 0 0.007980469
4.353863 -0.4192293 0 0.008148318
4.327118 -0.4357179 0 0.007751583
4.31722 -0.4537581 0 0.007843138
4.315198 -0.4725911 0 0.008178836
4.318063 -0.4919812 0 0.008407721
4.355598 -0.515519 0 0.008178836
4.314598 -0.529766 0 0.007476921
4.341013 -0.5522467 0 0.00794995
4.326665 -0.5696163 0 0.008087282
4.316212 -0.5874106 0 0.007843138
4.313608 -0.606238 0 0.00796521
4.332694 -0.6282107 0 0.008285649
4.35167 -0.6503614 0 0.008880751
4.354721 -0.6702557 0 0.009002823
4.377435 -0.6933175 0 0.008407721
4.411874 -0.7185193 0 0.007919433
4.403765 -0.7369376 0 0.007293812
4.401494 -0.7563149 0 0.007476921
4.444438 -0.7836742 0 0.00779736
4.474433 -0.8091093 0 0.007934691
4.482659 -0.8308117 0 0.007904174
4.496675 -0.8537205 0 0.008407721
4.494871 -0.8737144 0 0.008941787
4.491016 -0.8933186 0 0.008941787
4.491975 -0.9139026 0 0.008575571
4.519274 -0.9400103 0 0.008194095
4.510239 -0.9586808 0 0.007843138
4.528489 -0.9832313 0 0.007812619
4.558326 -1.010557 0 0.008361944
4.541194 -1.027567 0 0.008102541
4.562001 -1.053221 0 0.008697643
4.568069 -1.075637 0 0.008789197
4.582779 -1.100228 0 0.008606088
4.615818 -1.129483 0 0.007293812
4.624429 -1.153 0 0.007263294
4.639709 -1.178336 0 0.007553216
4.657758 -1.204578 0 0.007858397
4.665997 -1.228454 0 0.007782101
4.673149 -1.252167 0 0.007934691
4.674395 -1.274386 0 0.007660029
4.672644 -1.295839 0 0.007736324
4.651546 -1.311872 0 0.008651866
4.645778 -1.332155 0 0.008651866
4.647601 -1.354652 0 0.008621347
4.706846 -1.394231 0 0.007187
4.7553 -1.431183 0 0.007553216
4.732752 -1.446948 0 0.006683452
4.81139 -1.493976 0 0.00796521
4.854419 -1.530593 0 0.008926528
4.831504 -1.546577 0 0.00889601
4.796178 -1.558373 0 0.008484016
4.775087 -1.574588 0 0.008529793
4.782396 -1.600167 0 0.008712902
4.78105 -1.622948 0 0.008529793
4.76825 -1.64184 0 0.007690547
4.912095 -1.71538 0 0.008346685
4.87817 -1.72745 0 0.007751583
4.916704 -1.765277 0 0.009918365
4.954999 -1.803472 0 0.009109636
5.029644 -1.855534 0 0.007873655
5.039296 -1.884116 0 0.00794995
5.204963 -1.971984 0 0.01094072
5.133759 -1.970665 0 0.008285649
5.397258 -2.098879 0 0.01095598
5.387118 -2.122042 0 0.01145953
5.614654 -2.24002 0 0.008438239
5.604826 -2.264497 0 0.008438239
5.627286 -2.302184 0 0.009414816
5.617188 -2.326715 0 0.009414816
5.674303 -2.379432 0 0.01058976
5.618762 -2.385023 0 0.009033341
5.637703 -2.422148 0 0.006225681
5.623413 -2.445129 0 0.006225681
5.610859 -2.468837 0 0.00624094
5.594553 -2.490855 0 0.003494316
5.670248 -2.55426 0 0.003936828
5.515275 -2.513456 0 0.001586938
59.51335 -27.43603 0 0
5.789494 -2.699686 0 0.00311284
8.089447 -3.815231 0 0.005661097
8.065502 -3.847047 0 0.005844206
7.963974 -3.841365 0 0.005645838
7.957922 -3.881338 0 0.005722133
7.947189 -3.91912 0 0.00608835
7.888846 -3.933234 0 0.007461662
7.834104 -3.948714 0 0.007064927
7.760667 -3.954257 0 0.006591897
7.681108 -3.956031 0 0.008316167
7.522739 -3.91609 0 0.01002518
7.495845 -3.943755 0 0.01007095
7.469737 -3.97173 0 0.01011673
7.266468 -3.904414 0 0.009948882
7.147419 -3.880732 0 0.009475852
7.147953 -3.921501 0 0.009536888
7.149141 -3.962834 0 0.009597925
7.065473 -3.956855 0 0.008850233
7.09688 -4.015222 0 0.01879911
7.099262 -4.057562 0 0.01831083
7.252097 -4.187 0 0.01594568
7.24758 -4.226664 0 0.0156405
7.17134 -4.224242 0 0.01628138
6.431798 -3.826517 0 0.005798428
6.5059 -3.909139 0 0.008224613
6.488781 -3.937489 0 0.008224613
6.683846 -4.095866 0 0.006210422
6.685469 -4.137094 0 0.006454566
7.000637 -4.374484 0 0.01547265
6.990786 -4.410858 0 0.01510643
7.503654 -4.780354 0 0.009475852
6.952028 -4.471695 0 0.01510643
6.818392 -4.427916 0 0.01499962
6.875945 -4.508067 0 0.01467918
7.329022 -4.850974 0 0.009399557
7.307786 -4.882907 0 0.009399557
7.16703 -4.834223 0 0.01081865
7.112805 -4.842937 0 0.01109331
7.091606 -4.873926 0 0.01109331
7.017686 -4.868342 0 0.01094072
6.621206 -4.636219 0 0.01432822
6.861423 -4.849174 0 0.01159686
6.865436 -4.897068 0 0.011841
6.838322 -4.922888 0 0.01205463
6.744775 -4.900366 0 0.009872587
6.712845 -4.922061 0 0.01007095
6.683266 -4.945357 0 0.0102388
6.639189 -4.957717 0 0.01033036
6.580757 -4.958956 0 0.009750515
6.504929 -4.946463 0 0.009643702
6.47059 -4.965058 0 0.009857329
6.47812 -5.015896 0 0.01121538
6.460112 -5.047193 0 0.01145953
6.393265 -5.040044 0 0.01138323
6.251474 -4.972647 0 0.01011673
6.156408 -4.94104 0 0.01004044
6.07495 -4.919397 0 0.01107805
6.04336 -4.937633 0 0.01086442
6.019444 -4.962046 0 0.01080339
5.988509 -4.98059 0 0.01130693
5.939143 -4.983532 0 0.01152056
5.832623 -4.937679 0 0.01118486
5.796575 -4.950742 0 0.01084916
5.785524 -4.985126 0 0.01110857
5.758434 -5.005731 0 0.01074235
5.738793 -5.032786 0 0.01063554
5.716779 -5.057779 0 0.01063554
5.590954 -4.990117 0 0.006668193
5.569128 -5.014465 0 0.006668193
5.42876 -4.931138 0 0.01055924
5.410141 -4.957481 0 0.01110857
5.392865 -4.985113 0 0.01141375
5.365942 -5.003822 0 0.01162738
5.32075 -5.005262 0 0.01071183
5.263317 -4.994701 0 0.009811551
5.248696 -5.024534 0 0.009979401
5.228162 -5.048777 0 0.0109102
5.191756 -5.057585 0 0.01142901
5.054093 -4.966643 0 0.01271077
5.044447 -5.000617 0 0.01362631
5.02258 -5.02258 0 0.01362631
4.952744 -4.996154 0 0.01306172
4.859404 -4.944965 0 0.01080339
4.838479 -4.966838 0 0.01153582
4.802868 -4.973516 0 0.01174945
4.779047 -4.992257 0 0.01220722
4.722112 -4.976068 0 0.01136797
4.689393 -4.984971 0 0.01248188
4.619857 -4.95419 0 0.01141375
4.54525 -4.917024 0 0.01129168
4.518347 -4.930911 0 0.0115053
4.481997 -4.934294 0 0.01083391
4.440351 -4.931509 0 0.01103227
4.424118 -4.956805 0 0.01188678
4.402448 -4.976062 0 0.01188678
4.385968 -5.001238 0 0.01234455
4.385755 -5.045234 0 0.01226825
4.387851 -5.092352 0 0.01232929
4.351302 -5.09472 0 0.01145953
4.338077 -5.124343 0 0.01199359
4.237256 -5.049765 0 0.01199359
4.206869 -5.05821 0 0.01202411
4.166312 -5.054141 0 0.0128481
4.114483 -5.035875 0 0.01297017
4.067927 -5.023471 0 0.01260395
4.047221 -5.042733 0 0.01303121
3.992809 -5.019649 0 0.01252766
3.950438 -5.011107 0 0.01255818
3.901447 -4.993624 0 0.01242084
3.861254 -4.986879 0 0.01202411
3.835197 -4.998126 0 0.01261921
3.791562 -4.986156 0 0.01206989
3.750511 -4.977097 0 0.01174945
3.731152 -4.996619 0 0.01234455
3.701582 -5.002401 0 0.01196307
3.655476 -4.985441 0 0.01149004
3.605475 -4.96251 0 0.01155108
3.577361 -4.969267 0 0.01141375
3.607908 -5.0581 0 0.01287861
3.560986 -5.038678 0 0.01239033
3.507993 -5.009934 0 0.01228351
3.4861 -5.025193 0 0.01228351
3.463008 -5.038708 0 0.01197833
3.445492 -5.060382 0 0.0121004
3.417228 -5.066248 0 0.009903105
3.499537 -5.237427 0 0.00859083
3.544539 -5.355215 0 0.008499275
3.412577 -5.205045 0 0.009903105
3.298334 -5.078989 0 0.01290913
3.216093 -4.999977 0 0.009643702
3.199619 -5.022396 0 0.01113909
3.185145 -5.04815 0 0.01264973
3.168387 -5.070479 0 0.01255818
3.130447 -5.058745 0 0.01255818
3.089534 -5.041661 0 0.01264973
3.065431 -5.051674 0 0.01269551
3.038725 -5.057287 0 0.01242084
3.002313 -5.046434 0 0.0112459
2.970622 -5.043116 0 0.01046769
2.939521 -5.04048 0 0.009689479
2.9665 -5.138129 0 0.01338216
2.923211 -5.114559 0 0.01232929
2.882648 -5.095062 0 0.01219196
2.844753 -5.079672 0 0.01167315
2.822562 -5.092036 0 0.01167315
2.783001 -5.072741 0 0.01155108
2.744617 -5.054956 0 0.01223774
2.708808 -5.041337 0 0.01199359
2.675049 -5.031035 0 0.01164263
2.671231 -5.077174 0 0.01226825
2.653208 -5.096764 0 0.01258869
2.631401 -5.109181 0 0.01278706
2.606813 -5.116159 0 0.01283284
2.580864 -5.120341 0 0.01321431
2.551359 -5.117235 0 0.01292439
2.522815 -5.115762 0 0.01281758
2.476797 -5.078187 0 0.01193256
2.452878 -5.085342 0 0.01220722
2.433679 -5.102314 0 0.01254292
2.420778 -5.132783 0 0.01319905
2.375115 -5.09345 0 0.01216144
2.338633 -5.072888 0 0.01179522
2.33887 -5.132182 0 0.01345846
2.305365 -5.11772 0 0.01304646
2.26837 -5.094843 0 0.01271077
2.227995 -5.063503 0 0.01225299
2.203487 -5.067674 0 0.01225299
2.18096 -5.076322 0 0.01222248
2.155273 -5.077505 0 0.01213092
2.134645 -5.090549 0 0.01257343
2.114326 -5.104434 0 0.01272602
2.092412 -5.114537 0 0.01258869
2.125518 -5.260841 0 0.02005035
2.0477 -5.132602 0 0.01156634
2.074764 -5.267094 0 0.01663233
2.047412 -5.264913 0 0.01416037
2.029796 -5.287799 0 0.01379416
1.999264 -5.276968 0 0.01382467
1.989528 -5.321235 0 0.01580835
1.937217 -5.251057 0 0.01324483
1.889319 -5.190862 0 0.0125124
1.859218 -5.17835 0 0.01248188
1.838608 -5.19207 0 0.01283284
1.798792 -5.150949 0 0.01255818
1.767184 -5.132275 0 0.01239033
1.746381 -5.144671 0 0.01242084
1.72582 -5.157932 0 0.01246662
1.692024 -5.131224 0 0.01292439
1.665293 -5.125244 0 0.01281758
1.641694 -5.128652 0 0.01275654
1.622609 -5.146256 0 0.01271077
1.595394 -5.138007 0 0.01260395
1.579977 -5.167871 0 0.01326009
1.564906 -5.199613 0 0.01358053
1.549304 -5.230361 0 0.01391623
1.510517 -5.182349 0 0.01234455
1.489544 -5.194658 0 0.01261921
1.468764 -5.207845 0 0.0127718
1.443889 -5.206495 0 0.01275654
1.422736 -5.218534 0 0.01316854
1.403058 -5.236284 0 0.01329061
1.383762 -5.255895 0 0.01341268
1.358562 -5.253169 0 0.01341268
0.6397524 -2.519031 0 0.007141222
0.6234327 -2.500452 0 0.01382467
0.6044352 -2.470123 0 0.01419089
0.5866482 -2.443566 0 0.01461814
0.5691046 -2.416901 0 0.01416037
0.560578 -2.42813 0 0.01454185
0.5530677 -2.444208 0 0.01460288
0.5389346 -2.430977 0 0.01477073
0.5225936 -2.40692 0 0.01432822
0.5145814 -2.420915 0 0.01506065
0.5040134 -2.423137 0 0.01498436
0.4942331 -2.429233 0 0.01498436
0.4836289 -2.431367 0 0.01475547
0.4728247 -2.432472 0 0.01443504
0.4623931 -2.435494 0 0.01440452
0.4517619 -2.437489 0 0.01440452
0.4461045 -2.46699 0 0.0141146
0.4401981 -2.496488 0 0.01373312
0.4321799 -2.515139 0 0.01171893
0.4287937 -2.56237 0 0.00561532
1.188852 -7.299825 0 0.01016251
1.155269 -7.294078 0 0.01037613
1.123279 -7.298061 0 0.01000992
1.089947 -7.293003 0 0.009719997
1.057971 -7.2967 0 0.009399557
1.024732 -7.291344 0 0.009155413
0.7495015 -5.507233 0 0.007110704
0.7145004 -5.427169 0 0.0109102
0.6866486 -5.397499 0 0.01263447
0.6568758 -5.349824 0 0.01232929
0.6335266 -5.352639 0 0.01232929
0.6213725 -5.453716 0 0.01525902
0.5914738 -5.400708 0 0.01286336
0.5807601 -5.525564 0 0.01965362
0.5458246 -5.420588 0 0.01261921
0.5342442 -5.548338 0 0.01846342
0.5029844 -5.47394 0 0.01264973
0.4898153 -5.598614 0 0.01626612
0.4584262 -5.516987 0 0.01266499
0.4393709 -5.582737 0 0.0163119
0.4115986 -5.538728 0 0.01622034
0.3844279 -5.497575 0 0.01721218
0.3515418 -5.363492 0 0.01234455
0.3342408 -5.464788 0 0.01603723
0.312604 -5.505132 0 0.01707485
0.2911449 -5.555376 0 0.01832609
0.2691573 -5.603539 0 0.02221714
0.2461442 -5.637629 0 0.02224765
0.2260188 -5.752562 0 0.0228275
0.2013003 -5.764486 0 0.01989776
0.1750468 -5.729327 0 0.01704433
0.1481615 -5.658061 0 0.01579309
0.1233195 -5.651655 0 0.01947051
0.0971401 -5.565152 0 0.01596094
0.07242473 -5.532526 0 0.01544213
0.04776905 -5.473792 0 0.01292439
0.02391966 -5.481948 0 0.01324483
3.455341e-16 -5.643 0 0.01788357
